Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,time unit,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,5,multiple choice,Ear,external ear,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,6,multiple choice,Lips,lips,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,7,multiple choice,Mouth,oral_cavity,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,8,multiple choice,Tongue,tongue,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,9,multiple choice,Neck,neck,choice,,,both sides**left side**right side,bilateral unilateral_left unilateral_right,254,1,,,
255,1,Ear Nose and Throat Symptoms,In which region is this located? Which side?,,paresis paralysis head neck Anatomy_and_localization,10,multiple choice,Do not know ,do_not_know,choice,,,,,254,1,,,
256,1,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,1,multiple choice,Alzheimer-s Disease,Alzheimer&acute;s_Disease,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
256,1,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,2,multiple choice,Amyotrophic lateral sclerosis,amyotrophic_lateral_sclerosis,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
256,1,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,3,multiple choice,Asthma,asthma,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
256,1,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,4,multiple choice,Bardet-Biedl syndrome,Bardet-Biedl_syndrome,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
256,1,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,5,multiple choice,Bell-s palsy,Bell&acute;s_palsy,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
256,1,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,6,multiple choice,Borreliosis,Borreliosis,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
256,1,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,7,multiple choice,None,none,,,,,,,,,,
257,2,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,1,multiple choice,Burning Mouth syndrome,burning_mouth_syndrome,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
257,2,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,2,multiple choice,Carotid gustatory syndrome,carotid_gustatory_syndrome,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
257,2,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,3,multiple choice,Cervical artery dissection,cervical_artery_dissection,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
257,2,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,4,multiple choice,Chemotherapy induced smell loss,chemotherapy_induced_smell_loss chemotherapy_induced_taste_loss,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
257,2,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,5,multiple choice,Chronic otitis media,chronic_otitis_media,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
257,2,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,6,multiple choice,Nasal polyps,chronic_rhinosinusitis_with_nasal_polyposis,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
257,2,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,7,multiple choice,None,none,,,,,,,,,,
258,3,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,1,multiple choice,Allergic rhinitis or Other cause of chronic rhinosinusitis ,chronic_rhinosinusitis_without_polyps,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
258,3,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,2,multiple choice,Cluster headache,cluster_headache,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
258,3,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,3,multiple choice,Creutzfeld-jakob disease,creutzfeld-jakob_disease,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
258,3,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,4,multiple choice,Cystic fibrosis,Cystic_fibrosis,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
258,3,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,5,multiple choice,Dermatitis,dermatitis,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
258,3,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,6,multiple choice,Diabetes,diabetes,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
258,3,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,7,multiple choice,None,none,,,,,,,,,,
259,4,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,1,multiple choice,Drug-induced smell loss,drug_induced_smell_dysfunction,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
259,4,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,2,multiple choice,Drug-induced taste loss,drug_induced_taste_dysfunction,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
259,4,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,3,multiple choice,Epilepsy,epilepsy,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
259,4,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,4,multiple choice,Familial dysautonomia,familial_dysautonomia,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
259,4,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,5,multiple choice,Food allergy,food_allergy,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
259,4,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,6,multiple choice,Acid reflux,Gastroesophageal_Reflux_Disease,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
259,4,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,7,multiple choice,None,none,,,,,,,,,,
260,5,Medical history and other health issues,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,1,multiple choice,Inflammation of the gum,gingivitis,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
