Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
280,1,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,3,multiple choice,Asthma,asthma,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
280,1,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,4,multiple choice,Bardet-Biedl syndrome,Bardet-Biedl_syndrome,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
280,1,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,5,multiple choice,Bell-s palsy,Bell&acute;s_palsy,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
280,1,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,6,multiple choice,Borreliosis,Borreliosis,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
281,2,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,7,multiple choice,Burning mouth syndrome,burning_mouth_syndrome,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
281,2,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,8,multiple choice,Carotid gustatory syndrome,carotid_gustatory_syndrome,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
281,2,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,9,multiple choice,Cervical artery dissection,cervical_artery_dissection,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
281,2,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,10,multiple choice,Chemotherapy induced smell loss,chemotherapy_induced_smell_loss chemotherapy_induced_taste_loss,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
281,2,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,11,multiple choice,Chronic otitis media,chronic_otitis_media,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
281,2,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,12,multiple choice,Nasal polyps,chronic_rhinosinusitis_with_nasal_polyposis,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
282,3,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,13,multiple choice,Allergic rhinitis or other cause of chronic rhinosinusitis ,chronic_rhinosinusitis_without_polyps,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
282,3,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,14,multiple choice,Cluster headache,cluster_headache,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
282,3,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,15,multiple choice,Creutzfeld-jakob disease,creutzfeld-jakob_disease,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
282,3,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,16,multiple choice,Cystic fibrosis,Cystic_fibrosis,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
282,3,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,17,multiple choice,Dermatitis,dermatitis,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
282,3,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,18,multiple choice,Diabetes,diabetes,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
283,4,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,19,multiple choice,Drug-induced smell loss,drug_induced_smell_dysfunction,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
283,4,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,20,multiple choice,Drug-induced taste loss,drug_induced_taste_dysfunction,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
283,4,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,21,multiple choice,Epilepsy,epilepsy,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
283,4,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,22,multiple choice,Familial dysautonomia,familial_dysautonomia,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
283,4,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes - please describe the evolution / onset date:  ,past_medical_history comobidity,,23,multiple choice,Food allergy,food_allergy,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
283,4,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,24,multiple choice,Acid reflux,Gastroesophageal_Reflux_Disease,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
284,5,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,25,multiple choice,Inflammation of the gum,gingivitis,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
284,5,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,26,multiple choice,Inflammation of the tongue,glossitis,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
284,5,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,27,multiple choice,Stroke,hemorrhagic_stroke ischemic_stroke,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
284,5,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,28,multiple choice,Hepatitis C,hepatitis_C,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
284,5,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,29,multiple choice,Herpes Zoster infection,herpes_zoster,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
284,5,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,30,multiple choice,HIV  AIDS,HIV,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
285,6,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,31,multiple choice,High cholesterol,hypercholesterolemia,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
285,6,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,32,multiple choice,Hyperemesis gravidarum,hyperemesis_gravidarum,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
285,6,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,33,multiple choice,High blood pressure,hypertension,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
285,6,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,34,multiple choice,Thyroid disease,hyperthyroidism hypothyroidism,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
285,6,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,35,multiple choice,Intolerance to aspirin,Intolerance_to_aspirin,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
285,6,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,36,multiple choice,Congenital anosmia,Isolated_congenital_anosmia,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
286,7,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,37,multiple choice,Kallmann syndrome,kallmann_syndrome,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
286,7,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,38,multiple choice,Kartagener syndrome,kartagener_syndrome,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
286,7,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,39,multiple choice,Kidney diseases,kidney_disease,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
286,7,Past medical history  and comorbidities,Do you have or ever had any of the following conditions (Check all that apply) ? If yes  please describe the evolution / onset date:  ,past_medical_history comobidity,,40,multiple choice,Liver diseases,liver_disease,choice_and_datetime,,resolved better stable worse,resolved better no_change worse,,,,,
